Address,Postal Code,Latitude,Longitude,Zone,Photo,Size of Property,Nearby Amenities,Public Remark,Services
18049 107 AV NW,T5S1K5,53.5524181247677,-113.631661940475,"[{'code': 'IM', 'description': 'Medium Industrial'}]",['https://cdn.realtor.ca/listings/TS638502507737930000/reb10/highres/5/E4385045_1.jpg'],2444 sqft,[],"This commercial property provides an excellent opportunity for small to medium-sized businesses. It seamlessly blends industrial bay functionality with office space, making it an ideal workspace for entrepreneurs, startups, and small businesses. With a variety of office sizes, high ceilings, and plenty of natural light, these units offer flexible layouts to accommodate your unique needs. The office space includes private offices, a reception area, bathrooms on each level, meeting rooms, storage space, and a kitchenette, providing a complete workspace. The industrial bay features modern amenities like heating systems, hot/cold water, and a large roll door to ensure a seamless business operation. Conveniently located near Henday, Yellowhead, 170th Street, and 184th Street, this property is easily accessible. It even offers potential for business sharing or incubation purposes. Please note that this is a commercial condo bay. Condo Fee is $314.59 (31220463)",
#210 16 RENAULT CR E,T8N4B8,53.615563100001,-113.6448818,"[{'code': '', 'description': ''}]",['https://cdn.realtor.ca/listings/TS638300325883570000/reb10/highres/4/E4357924_1.jpg'],1302 sqft,[],"Introducing an industrial business condo in the heart of Riel Park, St. Albert. This 1302 square foot warehouse space boasts high ceilings and includes a 14-foot-high overhead door, nice front reception/office waiting room, open mezzanine space, and a 2-piece washroom, balance of space is warehouse. The building is only 12 years old, ensuring low maintenance. Ideal for tradesmen, repair shops, or service companies, it offers easy access to downtown St. Albert and Northwest Edmonton. Don't miss this opportunity to establish your business in a prime location. Good access to the Anthony Henday freeway (30397713)",
25 BALMORAL DR,T8N0B7,53.6334759068515,-113.619677184656,"[{'code': '', 'description': ''}]",['https://cdn.realtor.ca/listings/TS638336617088730000/reb10/highres/7/E4356697_1.jpg'],,[],Welcome to Braeside St. Albert one of the cities most sought after communities! This lot has massive amounts of potential and unlike most lots in the community that are situated on the hill side in one way or another this is a flat lot measuring at just over 696 Sqm! It also sits at the top of the hill and is an amazing S/SE facing corner lot with street exposure on two sides as well as ally access. (30365124),
8203 144 ST NW,T5R0R3,53.5158628587383,-113.568419434359,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638519340894970000/reb10/highres/4/E4374124_1.jpg'],,[],"Come build your dream home on this large 33 x 126' lot in the desirable neighborhood of Laurier Heights. This lot is one of a kind, being located on a quiet cul-de-sac and backing directly onto a park. Imagine your kids only having to walk across the field to get to and from school everyday. Not to mention the proximity to the River Valley, Downtown, Whitemud, and the University. Entire street being revitalized with other high end homes. (30917564)",
7618 110 ST NW,T6G1G1,53.5129794706979,-113.515682642328,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638478244126800000/reb10/highres/9/E4380139_1.jpg'],,"['Golf Course', 'Playground', 'Public Transit', 'Schools', 'Shopping']","A Developers Dream find; build immediately, no need to demolish! This already Approved, Subdivided VACANT Lot (25 x 130) is situated in one of the most sought-after Communities in all of Edmonton! This huge McKernan piece of Land, is ONLY a 10 minute WALK to UofA, and the University Hospital. Also, its conveniently located just a few short blocks, in either direction, from both the McKernan Belgravia LRT Station and Whyte Avenue. Whyte Avenue is one of Edmontons most walkable and visited Streets. Get lost each weekend, walking to quaint Coffee Shops, Brunch Hot Spots, an array of Restaurants, Nightlife Attractions, Sports Bars, Boutique Shops and everything in-between! Theres an abundance of Parks nearby! Enjoy living just a short jaunt away from Hawrelak Park (Paddle Boats, Festivals, Ice Skating) and the sprawling Edmonton River Valley! Whether building your Dream Home or an upscale Investment, this unique Lot is the purchase of a Lifetime! Lots like this don't come up very often in this area. (31083991)","Water, Electricity"
7620 110 ST NW,T6G1G1,53.5130196686957,-113.515693371828,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638478244128530000/reb10/highres/0/E4380140_1.jpg'],,"['Golf Course', 'Playground', 'Public Transit', 'Schools', 'Shopping']","A Developers Dream find; build immediately, no need to demolish! This already Approved, Subdivided VACANT Lot (25 x 130) is situated in one of the most sought-after Communities in all of Edmonton! This huge McKernan piece of Land, is ONLY a 10 minute WALK to UofA, and the University Hospital. Also, its conveniently located just a few short blocks, in either direction, from both the McKernan Belgravia LRT Station and Whyte Avenue. Whyte Avenue is one of Edmontons most walkable and visited Streets. Get lost each weekend, walking to quaint Coffee Shops, Brunch Hot Spots, an array of Restaurants, Nightlife Attractions, Sports Bars, Boutique Shops and everything in-between! Theres an abundance of Parks nearby! Enjoy living just a short jaunt away from Hawrelak Park (Paddle Boats, Festivals, Ice Skating) and the sprawling Edmonton River Valley! Whether building your Dream Home or an upscale Investment, this unique Lot is the purchase of a Lifetime! Lots like this don't come up very often in this area. (31083993)","Water, Electricity"
11249 71 AV NW,T6G0A5,53.5070466544674,-113.5226754,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638482636143100000/reb10/highres/1/E4381041_1.jpg'],,[],"Fantastic Vacant Lot on one of the Nicest Streets in Parkallen! Large Pie Shaped Lot in the Cul-De-Sac on 71 Avenue - Measuring 567m Square. Build your DREAM HOME on this Beautiful Tree Lined Street Close to great Schools, Shopping, LRT Station, Public Transit, and the Green Space and Spray Park! Lot is not serviced. (31106252)",
#160 16 RENAULT CR,T8N4B8,53.6157292568019,-113.645474307935,"[{'code': '', 'description': ''}]",['https://cdn.realtor.ca/listings/TS638501787722330000/reb10/highres/0/E4384910_1.jpg'],1400 sqft,[],A great opportunity to own an immaculate commercial condo to operate your business from or a space to store your Toys! These units have a large 14' overhead grade level door plus a pedestrian door. Currently the space is very open with a wheel chair accessible washroom in the back corner and adjacent is the utility/storage room. Essentially a clean canvas for anyone wishing to personalize their workspace with the ability to build a mezzanine. The unit is in a desirable west end location behind the Enjoy Center and close to Anthony Henday for easy access. Newer building with lower condo fees ($195 per month) plus ample parking. (31215728),
#200 16 RENAULT CR E,T8N4B8,53.614882100001,-113.6447834,"[{'code': '', 'description': ''}]",['https://cdn.realtor.ca/listings/TS638300325885670000/reb10/highres/6/E4357926_1.jpg'],1302 sqft,[],"Introducing an industrial business condo in the heart of Riel Park, St. Albert. This 1302 square foot warehouse space boasts high ceilings and includes a bonus finished mezzanine office space that is over and above the base square footage. It features a 14-foot-high overhead door,  roughed in waiting room and a 2-piece washroom for convenience. The building is only 12 years old, ensuring low maintenance. Ideal for tradesmen, repair shops, or service companies, it offers easy access to downtown St. Albert and Northwest Edmonton. Don't miss this opportunity to establish your business in a prime location. (30397716)",
611 FRASER VS NW,T5Y0V4,53.611778189529,-113.36050364418,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638151141970330000/reb10/highres/3/E4332343_1.jpg'],,"['Public Transit', 'Schools', 'Shopping']",Great opportunity!! Build your Own Custom House on this one of the last lot in FRASER.. Lot is 44 Building Pocket (suitable for Tripple car garage) Located right next to Green Space & walking distance to River.. (29723732),
0 0 RD NW,T6T1H9,53.445169100001,-113.3654978,"[{'code': 'AG', 'description': 'Agriculture Zone'}]",['https://cdn.realtor.ca/listings/TS638342883746800000/reb10/highres/1/E4363811_1.jpg'],,[],"Excellent Location !! Great opportunity in purchasing a Restaurant in Tamarack Elite Centre !! Well established  restaurant has been in business for over 2 years!  Sale includes fully commercial equipped kitchen with full length canopy, walk in freezer, deep fryers and much much more... long term lease in place, space is approximate 1400 sq.ft. This restaurant is for SALE situated around high density, high traffic and numerous businesses and apartments. Neighbouring to Starbucks, KFC, goodlife fitness and many more in a high traffic shopping plaza. Amazing opportunity to be your own boss and grow your income. (30592760)",
Address not available,T5Y1Y7,53.6000223332453,-113.3957553,"[{'code': 'CN', 'description': 'Neighbourhood Commercial'}]",['https://cdn.realtor.ca/listings/TS638501067708700000/reb10/highres/5/E4384765_1.jpg'],,[],"30 Year Old Donair & Kabab Halal Restaurant, Recently Renovated (31208414)",
00 NA,T8N7X6,53.6343435,-113.605895584656,"[{'code': '', 'description': ''}]",['https://cdn.realtor.ca/listings/TS638482779663370000/reb10/highres/4/E4381084_1.jpg'],,[],Fantastic Pizza business for sale. Great opportunity to own your own popular growing franchise. This popular fast food franchise location offers high visibility and high foot traffic. The franchise serves Pizza. It has a five year lease that includes an option to extend for another 5 years. Training is available to qualified buyers. (31108343),
10930 98 ST NW,T5H2P8,53.5567217,-113.4931627,"[{'code': 'MU h16 f3.5 cf', 'description': 'Mixed Use'}]",['https://cdn.realtor.ca/listings/TS638506179783930000/reb10/highres/1/E4385871_1.jpg'],,[],"LOCATION, LOCATION, LOCATION! It's located in Central Downtown, across on 101 St and Kingsway, close to Royal Alexandra Hospital, Ericksen Nissan, Centre for Education, Victoria School of the Arts, Kingsway Mall etc. The lot of 18.96 m x 20.08 m, This rare commercial land for Zoning CB2, DEVELOPMENT PERMIT has been approved for mixed use building, functionally compliant with municipal standards for hydrant spacing. It's ready for a development with 2 commercial bays on main floor and 7 residential ensuite upstairs. Come to take look and you won't miss out the investment opportunities. (31240209)",
9907 147 ST NW,T5N3B6,53.5380277119848,-113.57420057791,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638460316161800000/reb10/highres/4/E4377054_1.jpg'],,"['Public Transit', 'Schools', 'Shopping']","For those with big plans! A rare opportunity to build your dream home and choose your own builder. Elegantly woven through the tree lined streets of Crestwood and across from park space is this exceptional 50 wide x 145 lot. Enjoy significant savings on demolition and removal of the old house as this site has already been cleared. The property comes complete with detailed plans to construct a 3000sqft+ modern home. Future owners will enjoy close proximity to the finest dining, schools, community league, shopping, and professional services. Renderings are of the proposed house plans. Land Only. (31000486)",
4905 ROPER RD NW,T6B3R1,53.4948842377739,-113.417013961971,"[{'code': 'BE', 'description': 'Business Employment'}]",['https://cdn.realtor.ca/listings/TS638361864978070000/reb10/highres/7/E4364177_1.jpg'],1290 sqft,[],"Welcome to Elite Centre on 50th! Coming MARCH 2024. JOIN PETRO CANADA, DENTIST, PIZZA AND MORE !  GREAT OPPORTUNITY TO BUY YOUR OWN COMMERCIAL CONDO UNIT !  Brand new, HIGH EXPOSURE Retail / Professional / Office Commercial Condo Units FOR SALE OR LEASE.  Building B is a free standing building with multiple bay sizes. Total of 10,290 SF. UNIT 107 SOLD,,,,,UNITS 104-106 PENDING   Prices starting  -$495 PSF Lease rates starting at $35 PSF    Direct exposure onto 50 Street & Roper Road with over 30,000 vehicles per day. Close to the upcoming Valley Line LRT. Quick access to Whitemud and Anthony Henday. Lots of parking and pylon signage. Come join Petro Canada, Pizza, Cannabis, and more! (30606342)",
